Time	(10) Hip Flx Ib	(11) Knee Ext Ib	(12) Knee Flx Ib	(13) Ankle Ext Ib	(14) Ankle Flx Ib	(9) Hip Ext Ib	
8.5568	-0.05984465	-0.04	-0.05946871	-0.04	-0.05946877	-0.04	
8.557	-0.05984467	-0.04	-0.05946912	-0.04	-0.05946919	-0.04	
8.557199	-0.05984468	-0.04	-0.05946957	-0.04	-0.05946964	-0.04	
8.5574	-0.0598447	-0.04	-0.05947001	-0.04	-0.05947007	-0.04	
8.5576	-0.05984472	-0.04	-0.05947042	-0.04	-0.05947049	-0.04	
8.557799	-0.05984474	-0.04	-0.05947087	-0.04	-0.05947094	-0.04	
8.558	-0.05984475	-0.04	-0.0594713	-0.04	-0.05947137	-0.04	
8.5582	-0.05984477	-0.04	-0.05947172	-0.04	-0.05947178	-0.04	
8.5584	-0.05984479	-0.04	-0.05947217	-0.04	-0.05947223	-0.04	
8.558599	-0.05984481	-0.04	-0.05947259	-0.04	-0.05947266	-0.04	
8.5588	-0.05984482	-0.04	-0.05947301	-0.04	-0.05947307	-0.04	
8.559	-0.05984484	-0.04	-0.05947345	-0.04	-0.05947352	-0.04	
8.559199	-0.05984486	-0.04	-0.05947388	-0.04	-0.05947395	-0.04	
8.5594	-0.05984487	-0.04	-0.05947429	-0.04	-0.05947436	-0.04	
8.5596	-0.05984489	-0.04	-0.05947474	-0.04	-0.0594748	-0.04	
8.5598	-0.05984491	-0.04	-0.05947516	-0.04	-0.05947523	-0.04	
8.559999	-0.05984493	-0.04	-0.05947557	-0.04	-0.05947564	-0.04	
8.5602	-0.05984494	-0.04	-0.05947602	-0.04	-0.05947608	-0.04	
8.5604	-0.05984496	-0.04	-0.05947644	-0.04	-0.05947651	-0.04	
8.560599	-0.05984498	-0.04	-0.05947685	-0.04	-0.05947692	-0.04	
8.5608	-0.059845	-0.04	-0.05947729	-0.04	-0.05947736	-0.04	
8.561	-0.05984502	-0.04	-0.05947772	-0.04	-0.05947778	-0.04	
8.5612	-0.05984503	-0.04	-0.05947812	-0.04	-0.05947819	-0.04	
8.561399	-0.05984505	-0.04	-0.05947856	-0.04	-0.05947863	-0.04	
8.5616	-0.05984507	-0.04	-0.05947899	-0.04	-0.05947905	-0.04	
8.5618	-0.05984508	-0.04	-0.05947939	-0.04	-0.05947946	-0.04	
8.561999	-0.0598451	-0.04	-0.05947983	-0.04	-0.0594799	-0.04	
8.5622	-0.05984512	-0.04	-0.05948025	-0.04	-0.05948032	-0.04	
8.5624	-0.05984513	-0.04	-0.05948066	-0.04	-0.05948072	-0.04	
8.5626	-0.05984515	-0.04	-0.0594811	-0.04	-0.05948116	-0.04	
8.562799	-0.05984517	-0.04	-0.05948151	-0.04	-0.05948158	-0.04	
8.563	-0.05984519	-0.04	-0.05948192	-0.04	-0.05948198	-0.04	
8.5632	-0.05984521	-0.04	-0.05948235	-0.04	-0.05948242	-0.04	
8.563399	-0.05984522	-0.04	-0.05948277	-0.04	-0.05948284	-0.04	
8.5636	-0.05984524	-0.04	-0.05948317	-0.04	-0.05948324	-0.04	
8.5638	-0.05984526	-0.04	-0.05948361	-0.04	-0.05948367	-0.04	
8.564	-0.05984527	-0.04	-0.05948402	-0.04	-0.05948409	-0.04	
8.564199	-0.05984529	-0.04	-0.05948443	-0.04	-0.05948449	-0.04	
8.5644	-0.05984531	-0.04	-0.05948486	-0.04	-0.05948493	-0.04	
8.5646	-0.05984532	-0.04	-0.05948528	-0.04	-0.05948534	-0.04	
8.564799	-0.05984534	-0.04	-0.05948567	-0.04	-0.05948574	-0.04	
8.565	-0.05984536	-0.04	-0.05948611	-0.04	-0.05948617	-0.04	
8.5652	-0.05984537	-0.04	-0.05948652	-0.04	-0.05948658	-0.04	
8.5654	-0.05984539	-0.04	-0.05948692	-0.04	-0.05948698	-0.04	
8.565599	-0.05984541	-0.04	-0.05948735	-0.04	-0.05948741	-0.04	
8.5658	-0.05984543	-0.04	-0.05948776	-0.04	-0.05948783	-0.04	
8.566	-0.05984544	-0.04	-0.05948816	-0.04	-0.05948822	-0.04	
8.5662	-0.05984546	-0.04	-0.05948859	-0.04	-0.05948865	-0.04	
8.5664	-0.05984548	-0.04	-0.059489	-0.04	-0.05948906	-0.04	
8.5666	-0.05984549	-0.04	-0.05948939	-0.04	-0.05948946	-0.04	
8.5668	-0.05984551	-0.04	-0.05948982	-0.04	-0.05948988	-0.04	
8.566999	-0.05984553	-0.04	-0.05949023	-0.04	-0.0594903	-0.04	
8.5672	-0.05984554	-0.04	-0.05949062	-0.04	-0.05949069	-0.04	
8.5674	-0.05984556	-0.04	-0.05949105	-0.04	-0.05949112	-0.04	
8.5676	-0.05984557	-0.04	-0.05949146	-0.04	-0.05949153	-0.04	
8.5678	-0.05984559	-0.04	-0.05949185	-0.04	-0.05949192	-0.04	
8.568	-0.05984561	-0.04	-0.05949228	-0.04	-0.05949234	-0.04	
8.5682	-0.05984563	-0.04	-0.05949268	-0.04	-0.05949275	-0.04	
8.568399	-0.05984564	-0.04	-0.05949308	-0.04	-0.05949314	-0.04	
8.5686	-0.05984566	-0.04	-0.0594935	-0.04	-0.05949356	-0.04	
8.5688	-0.05984567	-0.04	-0.0594939	-0.04	-0.05949397	-0.04	
8.569	-0.05984569	-0.04	-0.05949429	-0.04	-0.05949436	-0.04	
8.5692	-0.05984571	-0.04	-0.05949472	-0.04	-0.05949478	-0.04	
8.5694	-0.05984572	-0.04	-0.05949512	-0.04	-0.05949519	-0.04	
8.5696	-0.05984574	-0.04	-0.05949551	-0.04	-0.05949558	-0.04	
8.569799	-0.05984576	-0.04	-0.05949593	-0.04	-0.059496	-0.04	
8.57	-0.05984578	-0.04	-0.05949634	-0.04	-0.0594964	-0.04	
8.5702	-0.05984579	-0.04	-0.05949672	-0.04	-0.05949679	-0.04	
8.5704	-0.05984581	-0.04	-0.05949714	-0.04	-0.05949721	-0.04	
8.5706	-0.05984582	-0.04	-0.05949754	-0.04	-0.05949761	-0.04	
8.5708	-0.05984584	-0.04	-0.05949793	-0.04	-0.05949799	-0.04	
8.571	-0.05984585	-0.04	-0.05949835	-0.04	-0.05949841	-0.04	
8.571199	-0.05984587	-0.04	-0.05949875	-0.04	-0.05949881	-0.04	
8.5714	-0.05984589	-0.04	-0.05949913	-0.04	-0.0594992	-0.04	
8.5716	-0.05984591	-0.04	-0.05949955	-0.04	-0.05949961	-0.04	
8.5718	-0.05984592	-0.04	-0.05949995	-0.04	-0.05950001	-0.04	
8.572	-0.05984594	-0.04	-0.05950033	-0.04	-0.0595004	-0.04	
8.5722	-0.05984595	-0.04	-0.05950075	-0.04	-0.05950081	-0.04	
8.5724	-0.05984597	-0.04	-0.05950115	-0.04	-0.05950121	-0.04	
8.572599	-0.05984598	-0.04	-0.05950153	-0.04	-0.05950159	-0.04	
8.5728	-0.059846	-0.04	-0.05950194	-0.04	-0.05950201	-0.04	
8.573	-0.05984602	-0.04	-0.05950234	-0.04	-0.0595024	-0.04	
8.5732	-0.05984603	-0.04	-0.05950272	-0.04	-0.05950278	-0.04	
8.5734	-0.05984605	-0.04	-0.05950313	-0.04	-0.0595032	-0.04	
8.5736	-0.05984607	-0.04	-0.05950353	-0.04	-0.05950359	-0.04	
8.5738	-0.05984608	-0.04	-0.05950391	-0.04	-0.05950397	-0.04	
8.573999	-0.0598461	-0.04	-0.05950432	-0.04	-0.05950438	-0.04	
8.5742	-0.05984611	-0.04	-0.05950471	-0.04	-0.05950478	-0.04	
8.5744	-0.05984613	-0.04	-0.05950509	-0.04	-0.05950516	-0.04	
8.5746	-0.05984614	-0.04	-0.0595055	-0.04	-0.05950557	-0.04	
8.5748	-0.05984616	-0.04	-0.05950589	-0.04	-0.05950596	-0.04	
8.575	-0.05984617	-0.04	-0.05950627	-0.04	-0.05950633	-0.04	
8.5752	-0.05984619	-0.04	-0.05950668	-0.04	-0.05950674	-0.04	
8.575399	-0.05984621	-0.04	-0.05950707	-0.04	-0.05950714	-0.04	
8.5756	-0.05984622	-0.04	-0.05950744	-0.04	-0.05950751	-0.04	
8.5758	-0.05984624	-0.04	-0.05950785	-0.04	-0.05950792	-0.04	
8.576	-0.05984625	-0.04	-0.05950824	-0.04	-0.05950831	-0.04	
8.5762	-0.05984627	-0.04	-0.05950862	-0.04	-0.05950869	-0.04	
8.5764	-0.05984628	-0.04	-0.05950902	-0.04	-0.05950909	-0.04	
8.5766	-0.0598463	-0.04	-0.05950941	-0.04	-0.05950948	-0.04	
8.576799	-0.05984631	-0.04	-0.05950979	-0.04	-0.05950985	-0.04	
8.577	-0.05984633	-0.04	-0.05951019	-0.04	-0.05951026	-0.04	
8.5772	-0.05984634	-0.04	-0.05951058	-0.04	-0.05951064	-0.04	
8.5774	-0.05984635	-0.04	-0.05951095	-0.04	-0.05951102	-0.04	
8.5776	-0.05984637	-0.04	-0.05951135	-0.04	-0.05951142	-0.04	
8.5778	-0.05984638	-0.04	-0.05951174	-0.04	-0.05951181	-0.04	
8.578	-0.0598464	-0.04	-0.05951211	-0.04	-0.05951218	-0.04	
8.578199	-0.05984641	-0.04	-0.05951251	-0.04	-0.05951258	-0.04	
8.5784	-0.05984642	-0.04	-0.0595129	-0.04	-0.05951296	-0.04	
8.5786	-0.05984643	-0.04	-0.05951327	-0.04	-0.05951333	-0.04	
8.5788	-0.05984645	-0.04	-0.05951367	-0.04	-0.05951373	-0.04	
8.579	-0.05984646	-0.04	-0.05951405	-0.04	-0.05951412	-0.04	
8.5792	-0.05984648	-0.04	-0.05951442	-0.04	-0.05951449	-0.04	
8.5794	-0.05984649	-0.04	-0.05951482	-0.04	-0.05951488	-0.04	
8.579599	-0.0598465	-0.04	-0.0595152	-0.04	-0.05951527	-0.04	
8.5798	-0.05984651	-0.04	-0.05951557	-0.04	-0.05951564	-0.04	
8.58	-0.05984652	-0.04	-0.05951596	-0.04	-0.05951603	-0.04	
8.5802	-0.05984653	-0.04	-0.05951635	-0.04	-0.05951641	-0.04	
8.5804	-0.05984654	-0.04	-0.05951671	-0.04	-0.05951678	-0.04	
8.5806	-0.05984655	-0.04	-0.05951711	-0.04	-0.05951717	-0.04	
8.5808	-0.05984656	-0.04	-0.05951749	-0.04	-0.05951755	-0.04	
8.580999	-0.05984657	-0.04	-0.05951786	-0.04	-0.05951792	-0.04	
8.5812	-0.05984658	-0.04	-0.05951825	-0.04	-0.05951831	-0.04	
8.5814	-0.05984659	-0.04	-0.05951863	-0.04	-0.05951869	-0.04	
8.5816	-0.0598466	-0.04	-0.05951899	-0.04	-0.05951906	-0.04	
8.5818	-0.05984661	-0.04	-0.05951939	-0.04	-0.05951945	-0.04	
8.582	-0.05984661	-0.04	-0.05951976	-0.04	-0.05951983	-0.04	
8.5822	-0.05984662	-0.04	-0.05952013	-0.04	-0.05952019	-0.04	
8.582399	-0.05984662	-0.04	-0.05952052	-0.04	-0.05952059	-0.04	
8.5826	-0.05984663	-0.04	-0.0595209	-0.04	-0.05952096	-0.04	
8.5828	-0.05984663	-0.04	-0.05952126	-0.04	-0.05952132	-0.04	
8.583	-0.05984664	-0.04	-0.05952165	-0.04	-0.05952172	-0.04	
8.5832	-0.05984664	-0.04	-0.05952202	-0.04	-0.05952209	-0.04	
8.5834	-0.05984664	-0.04	-0.05952238	-0.04	-0.05952245	-0.04	
8.5836	-0.05984664	-0.04	-0.05952277	-0.04	-0.05952284	-0.04	
8.583799	-0.05984664	-0.04	-0.05952315	-0.04	-0.05952321	-0.04	
8.584	-0.05984664	-0.04	-0.0595235	-0.04	-0.05952357	-0.04	
8.5842	-0.05984664	-0.04	-0.0595239	-0.04	-0.05952396	-0.04	
8.5844	-0.05984664	-0.04	-0.05952427	-0.04	-0.05952433	-0.04	
8.584599	-0.05984664	-0.04	-0.05952463	-0.04	-0.05952469	-0.04	
8.5848	-0.05984663	-0.04	-0.05952501	-0.04	-0.05952508	-0.04	
8.585	-0.05984662	-0.04	-0.05952538	-0.04	-0.05952545	-0.04	
8.585199	-0.05984662	-0.04	-0.05952574	-0.04	-0.05952581	-0.04	
8.5854	-0.05984661	-0.04	-0.05952613	-0.04	-0.05952619	-0.04	
8.5856	-0.0598466	-0.04	-0.0595265	-0.04	-0.05952656	-0.04	
8.5858	-0.05984659	-0.04	-0.05952685	-0.04	-0.05952692	-0.04	
8.585999	-0.05984658	-0.04	-0.05952724	-0.04	-0.0595273	-0.04	
8.5862	-0.05984657	-0.04	-0.05952761	-0.04	-0.05952767	-0.04	
8.5864	-0.05984655	-0.04	-0.05952796	-0.04	-0.05952803	-0.04	
8.586599	-0.05984654	-0.04	-0.05952834	-0.04	-0.05952841	-0.04	
8.5868	-0.05984652	-0.04	-0.05952871	-0.04	-0.05952878	-0.04	
8.587	-0.0598465	-0.04	-0.05952906	-0.04	-0.05952913	-0.04	
8.5872	-0.05984648	-0.04	-0.05952945	-0.04	-0.05952951	-0.04	
8.587399	-0.05984645	-0.04	-0.05952981	-0.04	-0.05952988	-0.04	
8.5876	-0.05984643	-0.04	-0.05953017	-0.04	-0.05953023	-0.04	
8.5878	-0.0598464	-0.04	-0.05953055	-0.04	-0.05953061	-0.04	
8.587999	-0.05984637	-0.04	-0.05953091	-0.04	-0.05953098	-0.04	
8.5882	-0.05984635	-0.04	-0.05953126	-0.04	-0.05953133	-0.04	
8.5884	-0.05984631	-0.04	-0.05953164	-0.04	-0.05953171	-0.04	
8.5886	-0.05984627	-0.04	-0.05953201	-0.04	-0.05953207	-0.04	
8.588799	-0.05984624	-0.04	-0.05953236	-0.04	-0.05953242	-0.04	
8.589	-0.05984619	-0.04	-0.05953273	-0.04	-0.0595328	-0.04	
8.5892	-0.05984615	-0.04	-0.0595331	-0.04	-0.05953316	-0.04	
8.589399	-0.05984611	-0.04	-0.05953344	-0.04	-0.05953351	-0.04	
8.5896	-0.05984606	-0.04	-0.05953382	-0.04	-0.05953389	-0.04	
8.5898	-0.05984601	-0.04	-0.05953418	-0.04	-0.05953425	-0.04	
8.59	-0.05984596	-0.04	-0.05953453	-0.04	-0.0595346	-0.04	
8.590199	-0.05984589	-0.04	-0.05953491	-0.04	-0.05953497	-0.04	
8.5904	-0.05984583	-0.04	-0.05953527	-0.04	-0.05953534	-0.04	
8.5906	-0.05984577	-0.04	-0.05953562	-0.04	-0.05953568	-0.04	
8.590799	-0.0598457	-0.04	-0.05953599	-0.04	-0.05953605	-0.04	
8.591	-0.05984563	-0.04	-0.05953635	-0.04	-0.05953642	-0.04	
8.5912	-0.05984556	-0.04	-0.05953669	-0.04	-0.05953676	-0.04	
8.5914	-0.05984547	-0.04	-0.05953706	-0.04	-0.05953714	-0.04	
8.591599	-0.05984538	-0.04	-0.05953743	-0.04	-0.05953749	-0.04	
8.5918	-0.05984531	-0.04	-0.05953777	-0.04	-0.05953784	-0.04	
8.592	-0.0598452	-0.04	-0.05953814	-0.04	-0.05953821	-0.04	
8.592199	-0.0598451	-0.04	-0.0595385	-0.04	-0.05953857	-0.04	
8.5924	-0.05984501	-0.04	-0.05953884	-0.04	-0.05953891	-0.04	
8.5926	-0.05984489	-0.04	-0.05953921	-0.04	-0.05953928	-0.04	
8.5928	-0.05984478	-0.04	-0.05953957	-0.04	-0.05953963	-0.04	
8.592999	-0.05984467	-0.04	-0.05953991	-0.04	-0.05953998	-0.04	
8.5932	-0.05984453	-0.04	-0.05954028	-0.04	-0.05954035	-0.04	
8.5934	-0.0598444	-0.04	-0.05954063	-0.04	-0.0595407	-0.04	
8.593599	-0.05984427	-0.04	-0.05954097	-0.04	-0.05954104	-0.04	
8.5938	-0.05984411	-0.04	-0.05954134	-0.04	-0.05954141	-0.04	
8.594	-0.05984395	-0.04	-0.05954169	-0.04	-0.05954176	-0.04	
8.5942	-0.0598438	-0.04	-0.05954203	-0.04	-0.0595421	-0.04	
8.594399	-0.05984362	-0.04	-0.0595424	-0.04	-0.05954247	-0.04	
8.5946	-0.05984344	-0.04	-0.05954275	-0.04	-0.05954282	-0.04	
8.5948	-0.05984327	-0.04	-0.05954309	-0.04	-0.05954316	-0.04	
8.594999	-0.05984306	-0.04	-0.05954346	-0.04	-0.05954353	-0.04	
8.5952	-0.05984285	-0.04	-0.05954381	-0.04	-0.05954388	-0.04	
8.5954	-0.05984265	-0.04	-0.05954415	-0.04	-0.05954422	-0.04	
8.5956	-0.0598424	-0.04	-0.05954451	-0.04	-0.05954458	-0.04	
8.595799	-0.05984216	-0.04	-0.05954486	-0.04	-0.05954493	-0.04	
8.596	-0.05984193	-0.04	-0.0595452	-0.04	-0.05954527	-0.04	
8.5962	-0.05984164	-0.04	-0.05954556	-0.04	-0.05954563	-0.04	
8.596399	-0.05984136	-0.04	-0.05954591	-0.04	-0.05954598	-0.04	
8.5966	-0.0598411	-0.04	-0.05954624	-0.04	-0.05954631	-0.04	
8.5968	-0.05984076	-0.04	-0.05954661	-0.04	-0.05954668	-0.04	
8.597	-0.05984044	-0.04	-0.05954695	-0.04	-0.05954702	-0.04	
8.597199	-0.05984013	-0.04	-0.05954729	-0.04	-0.05954736	-0.04	
8.5974	-0.05983974	-0.04	-0.05954765	-0.04	-0.05954772	-0.04	
8.5976	-0.05983937	-0.04	-0.059548	-0.04	-0.05954807	-0.04	
8.5978	-0.05983901	-0.04	-0.05954833	-0.04	-0.0595484	-0.04	
8.598	-0.05983855	-0.04	-0.05954869	-0.04	-0.05954876	-0.04	
8.5982	-0.05983812	-0.04	-0.05954903	-0.04	-0.0595491	-0.04	
8.5984	-0.0598377	-0.04	-0.05954937	-0.04	-0.05954944	-0.04	
8.598599	-0.05983717	-0.04	-0.05954973	-0.04	-0.05954979	-0.04	
8.5988	-0.05983666	-0.04	-0.05955007	-0.04	-0.05955014	-0.04	
8.599	-0.05983617	-0.04	-0.0595504	-0.04	-0.05955047	-0.04	
8.5992	-0.05983555	-0.04	-0.05955076	-0.04	-0.05955083	-0.04	
8.5994	-0.05983495	-0.04	-0.0595511	-0.04	-0.05955117	-0.04	
8.5996	-0.05983437	-0.04	-0.05955143	-0.04	-0.0595515	-0.04	
8.5998	-0.05983364	-0.04	-0.05955179	-0.04	-0.05955185	-0.04	
8.599999	-0.05983294	-0.04	-0.05955213	-0.04	-0.0595522	-0.04	
8.6002	-0.05983227	-0.04	-0.05955246	-0.04	-0.05955252	-0.04	
8.6004	-0.0598314	-0.04	-0.05955281	-0.04	-0.05955288	-0.04	
8.6006	-0.05983058	-0.04	-0.05955315	-0.04	-0.05955322	-0.04	
8.6008	-0.05982978	-0.04	-0.05955348	-0.04	-0.05955355	-0.04	
8.601	-0.05982876	-0.04	-0.05955384	-0.04	-0.0595539	-0.04	
8.6012	-0.05982777	-0.04	-0.05955417	-0.04	-0.05955424	-0.04	
8.601399	-0.05982683	-0.04	-0.0595545	-0.04	-0.05955457	-0.04	
8.6016	-0.05982562	-0.04	-0.05955485	-0.04	-0.05955492	-0.04	
8.6018	-0.05982446	-0.04	-0.05955519	-0.04	-0.05955526	-0.04	
8.602	-0.05982333	-0.04	-0.05955552	-0.04	-0.05955559	-0.04	
8.6022	-0.05982189	-0.04	-0.05955587	-0.04	-0.05955594	-0.04	
8.6024	-0.0598205	-0.04	-0.0595562	-0.04	-0.05955628	-0.04	
8.6026	-0.05981916	-0.04	-0.05955653	-0.04	-0.0595566	-0.04	
8.602799	-0.05981743	-0.04	-0.05955688	-0.04	-0.05955695	-0.04	
8.603	-0.05981576	-0.04	-0.05955722	-0.04	-0.05955729	-0.04	
8.6032	-0.05981416	-0.04	-0.05955754	-0.04	-0.05955761	-0.04	
8.6034	-0.05981209	-0.04	-0.05955789	-0.04	-0.05955796	-0.04	
8.6036	-0.05981009	-0.04	-0.05955822	-0.04	-0.05955829	-0.04	
8.6038	-0.05980817	-0.04	-0.05955855	-0.04	-0.05955862	-0.04	
8.604	-0.05980568	-0.04	-0.05955889	-0.04	-0.05955897	-0.04	
8.604199	-0.05980327	-0.04	-0.05955923	-0.04	-0.0595593	-0.04	
8.6044	-0.05980097	-0.04	-0.05955955	-0.04	-0.05955962	-0.04	
8.6046	-0.05979797	-0.04	-0.0595599	-0.04	-0.05955997	-0.04	
8.6048	-0.05979509	-0.04	-0.05956023	-0.04	-0.0595603	-0.04	
8.605	-0.05979231	-0.04	-0.05956055	-0.04	-0.05956062	-0.04	
8.6052	-0.05978871	-0.04	-0.05956089	-0.04	-0.05956097	-0.04	
8.6054	-0.05978524	-0.04	-0.05956123	-0.04	-0.0595613	-0.04	
8.605599	-0.05978192	-0.04	-0.05956155	-0.04	-0.05956162	-0.04	
8.6058	-0.0597776	-0.04	-0.05956189	-0.04	-0.05956196	-0.04	
8.606	-0.05977346	-0.04	-0.05956222	-0.04	-0.05956229	-0.04	
8.6062	-0.05976948	-0.04	-0.05956254	-0.04	-0.05956261	-0.04	
8.6064	-0.05976434	-0.04	-0.05956288	-0.04	-0.05956296	-0.04	
8.6066	-0.05975941	-0.04	-0.05956321	-0.04	-0.05956328	-0.04	
8.6068	-0.05975467	-0.04	-0.05956353	-0.04	-0.0595636	-0.04	
8.606999	-0.05974861	-0.04	-0.05956387	-0.04	-0.05956394	-0.04	
8.6072	-0.05974279	-0.04	-0.0595642	-0.04	-0.05956427	-0.04	
8.6074	-0.05973719	-0.04	-0.05956452	-0.04	-0.05956459	-0.04	
8.6076	-0.05973011	-0.04	-0.05956486	-0.04	-0.05956493	-0.04	
8.6078	-0.05972331	-0.04	-0.05956519	-0.04	-0.05956526	-0.04	
8.608	-0.05971677	-0.04	-0.0595655	-0.04	-0.05956557	-0.04	
8.6082	-0.05970859	-0.04	-0.05956584	-0.04	-0.05956591	-0.04	
8.608399	-0.05970073	-0.04	-0.05956617	-0.04	-0.05956624	-0.04	
8.6086	-0.05969318	-0.04	-0.05956648	-0.04	-0.05956655	-0.04	
8.6088	-0.05968387	-0.04	-0.05956682	-0.04	-0.05956689	-0.04	
8.609	-0.05967491	-0.04	-0.05956715	-0.04	-0.05956722	-0.04	
8.6092	-0.05966631	-0.04	-0.05956746	-0.04	-0.05956753	-0.04	
8.6094	-0.05965585	-0.04	-0.0595678	-0.04	-0.05956786	-0.04	
8.6096	-0.05964579	-0.04	-0.05956812	-0.04	-0.05956819	-0.04	
8.609799	-0.05963612	-0.04	-0.05956843	-0.04	-0.0595685	-0.04	
8.61	-0.05962452	-0.04	-0.05956877	-0.04	-0.05956884	-0.04	
8.6102	-0.05961338	-0.04	-0.05956909	-0.04	-0.05956916	-0.04	
8.6104	-0.05960267	-0.04	-0.0595694	-0.04	-0.05956947	-0.04	
8.6106	-0.05959	-0.04000004	-0.05956974	-0.04	-0.05956981	-0.04	
8.6108	-0.05957782	-0.04000008	-0.05957006	-0.04	-0.05957013	-0.04	
8.611	-0.05956612	-0.04000012	-0.05957037	-0.04	-0.05957044	-0.04	
8.611199	-0.05955245	-0.04000253	-0.0595707	-0.04000178	-0.05957077	-0.04	
8.6114	-0.05953931	-0.04000485	-0.05957103	-0.04000349	-0.0595711	-0.04	
8.6116	-0.05952669	-0.04000708	-0.05957134	-0.04000514	-0.0595714	-0.04	
8.6118	-0.0595121	-0.04001163	-0.05957167	-0.04000914	-0.05957174	-0.04	
8.612	-0.05949808	-0.04001601	-0.05957199	-0.04001298	-0.05957206	-0.04	
8.6122	-0.05948462	-0.04002022	-0.0595723	-0.04001667	-0.05957237	-0.04	
8.6124	-0.0594692	-0.0400267	-0.05957263	-0.04002267	-0.0595727	-0.04	
8.612599	-0.05945438	-0.04003293	-0.05957295	-0.04002843	-0.05957302	-0.04	
8.6128	-0.05944015	-0.04003892	-0.05957326	-0.04003396	-0.05957333	-0.04	
8.613	-0.05942398	-0.04004714	-0.05957359	-0.04004174	-0.05957365	-0.04	
8.6132	-0.05940844	-0.04005503	-0.0595739	-0.04004922	-0.05957397	-0.04	
8.6134	-0.05939352	-0.04006261	-0.05957421	-0.0400564	-0.05957428	-0.04	
8.6136	-0.05937668	-0.04007237	-0.05957454	-0.04006577	-0.05957461	-0.04	
8.6138	-0.0593605	-0.04008174	-0.05957486	-0.04007478	-0.05957493	-0.04	
8.613999	-0.05934495	-0.04009074	-0.05957516	-0.04008343	-0.05957523	-0.04	
8.6142	-0.05932752	-0.04010187	-0.05957549	-0.04009422	-0.05957556	-0.04	
8.6144	-0.05931077	-0.04011257	-0.05957581	-0.04010459	-0.05957587	-0.04	
8.6146	-0.05929467	-0.04012284	-0.05957611	-0.04011456	-0.05957618	-0.04	
8.614799	-0.05927671	-0.04013519	-0.05957644	-0.04012661	-0.05957651	-0.04	
8.615	-0.05925945	-0.04014706	-0.05957675	-0.04013819	-0.05957682	-0.04	
8.6152	-0.05924286	-0.04015846	-0.05957706	-0.04014932	-0.05957713	-0.04	
8.615399	-0.05922443	-0.04017189	-0.05957738	-0.04016249	-0.05957745	-0.04	
8.6156	-0.05920672	-0.0401848	-0.0595777	-0.04017514	-0.05957777	-0.04	
8.6158	-0.0591897	-0.0401972	-0.059578	-0.0401873	-0.05957807	-0.04	
8.616	-0.05917086	-0.04021158	-0.05957832	-0.04020146	-0.05957839	-0.04	
8.616199	-0.05915275	-0.04022541	-0.05957863	-0.04021506	-0.05957871	-0.04	
8.6164	-0.05913535	-0.04023869	-0.05957894	-0.04022814	-0.05957901	-0.04	
8.6166	-0.05911615	-0.04025393	-0.05957926	-0.04024317	-0.05957933	-0.04	
8.616799	-0.05909769	-0.04026857	-0.05957957	-0.04025761	-0.05957964	-0.04	
8.617	-0.05907996	-0.04028263	-0.05957987	-0.04027149	-0.05957994	-0.04	
8.6172	-0.05906044	-0.04029861	-0.0595802	-0.04028729	-0.05958027	-0.04	
8.6174	-0.05904168	-0.04031397	-0.0595805	-0.04030248	-0.05958058	-0.04	
8.617599	-0.05902366	-0.04032872	-0.05958081	-0.04031707	-0.05958088	-0.04	
8.6178	-0.05900386	-0.04034536	-0.05958113	-0.04033355	-0.0595812	-0.04	
8.618	-0.05898484	-0.04036134	-0.05958144	-0.04034939	-0.05958151	-0.04	
8.618199	-0.05896657	-0.0403767	-0.05958173	-0.0403646	-0.05958181	-0.04	
8.6184	-0.05894653	-0.04039392	-0.05958205	-0.04038168	-0.05958213	-0.04	
8.6186	-0.05892728	-0.04041046	-0.05958236	-0.04039809	-0.05958243	-0.04	
8.6188	-0.05890879	-0.04042635	-0.05958266	-0.04041386	-0.05958273	-0.04	
8.618999	-0.05888855	-0.04044406	-0.05958298	-0.04043146	-0.05958305	-0.04	
8.6192	-0.0588691	-0.04046109	-0.05958329	-0.04044838	-0.05958336	-0.04	
8.6194	-0.05885042	-0.04047745	-0.05958359	-0.04046462	-0.05958366	-0.04	
8.619599	-0.05883	-0.04049561	-0.05958391	-0.04048268	-0.05958398	-0.04	
8.6198	-0.05881039	-0.04051306	-0.05958421	-0.04050003	-0.05958428	-0.04	
8.62	-0.05879154	-0.04052983	-0.05958451	-0.0405167	-0.05958458	-0.04	
8.6202	-0.05877098	-0.04054838	-0.05958483	-0.04053516	-0.0595849	-0.04	
8.620399	-0.05875122	-0.04056619	-0.05958513	-0.0405529	-0.0595852	-0.04	
8.6206	-0.05873224	-0.04058332	-0.05958542	-0.04056994	-0.0595855	-0.04	
8.6208	-0.05871155	-0.0406022	-0.05958574	-0.04058874	-0.05958581	-0.04	
8.620999	-0.05869167	-0.04062034	-0.05958604	-0.04060681	-0.05958612	-0.04	
8.6212	-0.05867257	-0.04063778	-0.05958634	-0.04062417	-0.05958641	-0.04	
8.6214	-0.05865178	-0.04065695	-0.05958666	-0.04064328	-0.05958673	-0.04	
8.6216	-0.0586318	-0.04067537	-0.05958696	-0.04066164	-0.05958703	-0.04	
8.621799	-0.05861261	-0.04069307	-0.05958725	-0.04067928	-0.05958732	-0.04	
8.622	-0.05859173	-0.04071249	-0.05958756	-0.04069864	-0.05958764	-0.04	
