Time	(21) BR S1i	(22) BR S2i	(23) BR S3i	(24) BR S4i	
0.08199999	-0.0611242	-0.06015855	-0.0588758	-0.05984145	
0.0822	-0.06113185	-0.06015962	-0.05886815	-0.05984038	
0.0824	-0.06113954	-0.0601607	-0.05886045	-0.05983929	
0.0826	-0.06114727	-0.06016179	-0.05885273	-0.05983821	
0.0828	-0.06115501	-0.06016288	-0.05884499	-0.05983712	
0.083	-0.0611628	-0.06016398	-0.0588372	-0.05983602	
0.0832	-0.06117062	-0.06016508	-0.05882938	-0.05983492	
0.0834	-0.06117846	-0.06016618	-0.05882154	-0.05983382	
0.0836	-0.06118634	-0.06016729	-0.05881366	-0.05983271	
0.0838	-0.06119425	-0.0601684	-0.05880575	-0.05983159	
0.084	-0.06120218	-0.06016952	-0.05879783	-0.05983048	
0.08419999	-0.06121015	-0.06017064	-0.05878985	-0.05982936	
0.0844	-0.06121815	-0.06017177	-0.05878184	-0.05982823	
0.0846	-0.06122617	-0.0601729	-0.05877383	-0.0598271	
0.0848	-0.06123424	-0.06017403	-0.05876576	-0.05982597	
0.085	-0.06124233	-0.06017517	-0.05875767	-0.05982483	
0.0852	-0.06125044	-0.06017631	-0.05874956	-0.05982368	
0.0854	-0.0612586	-0.06017746	-0.0587414	-0.05982254	
0.0856	-0.06126678	-0.06017862	-0.05873322	-0.05982139	
0.0858	-0.06127498	-0.06017977	-0.05872502	-0.05982023	
0.086	-0.06128323	-0.06018093	-0.05871677	-0.05981907	
0.0862	-0.0612915	-0.06018209	-0.0587085	-0.05981791	
0.08639999	-0.06129979	-0.06018326	-0.05870021	-0.05981674	
0.0866	-0.06130813	-0.06018443	-0.05869187	-0.05981557	
0.08679999	-0.06131649	-0.06018561	-0.05868351	-0.05981439	
0.087	-0.06132486	-0.06018679	-0.05867514	-0.05981321	
0.0872	-0.06133329	-0.06018797	-0.05866671	-0.05981203	
0.0874	-0.06134174	-0.06018916	-0.05865826	-0.05981084	
0.0876	-0.0613502	-0.06019035	-0.0586498	-0.05980965	
0.0878	-0.06135871	-0.06019155	-0.05864129	-0.05980845	
0.088	-0.06136725	-0.06019275	-0.05863275	-0.05980725	
0.0882	-0.0613758	-0.06019396	-0.0586242	-0.05980605	
0.0884	-0.06138439	-0.06019517	-0.05861561	-0.05980483	
0.08859999	-0.06139302	-0.06019638	-0.05860698	-0.05980362	
0.0888	-0.06140165	-0.0601976	-0.05859835	-0.05980241	
0.08899999	-0.06141033	-0.06019882	-0.05858967	-0.05980118	
0.0892	-0.06141904	-0.06020004	-0.05858096	-0.05979996	
0.0894	-0.06142776	-0.06020127	-0.05857224	-0.05979873	
0.0896	-0.06143652	-0.0602025	-0.05856348	-0.0597975	
0.0898	-0.06144531	-0.06020374	-0.05855469	-0.05979626	
0.09	-0.06145412	-0.06020498	-0.05854588	-0.05979502	
0.0902	-0.06146296	-0.06020622	-0.05853704	-0.05979378	
0.0904	-0.06147184	-0.06020747	-0.05852816	-0.05979253	
0.0906	-0.06148072	-0.06020872	-0.05851928	-0.05979128	
0.09079999	-0.06148965	-0.06020998	-0.05851035	-0.05979002	
0.091	-0.06149861	-0.06021124	-0.05850139	-0.05978876	
0.09119999	-0.06150757	-0.0602125	-0.05849243	-0.0597875	
0.0914	-0.06151658	-0.06021377	-0.05848342	-0.05978623	
0.0916	-0.06152562	-0.06021504	-0.05847438	-0.05978496	
0.0918	-0.06153467	-0.06021631	-0.05846534	-0.05978369	
0.092	-0.06154376	-0.06021759	-0.05845625	-0.05978241	
0.0922	-0.06155287	-0.06021887	-0.05844713	-0.05978113	
0.0924	-0.06156199	-0.06022016	-0.05843801	-0.05977984	
0.0926	-0.06157116	-0.06022145	-0.05842884	-0.05977855	
0.0928	-0.06158036	-0.06022274	-0.05841964	-0.05977726	
0.09299999	-0.06158956	-0.06022404	-0.05841044	-0.05977596	
0.0932	-0.0615988	-0.06022534	-0.05840119	-0.05977466	
0.09339999	-0.06160808	-0.06022665	-0.05839192	-0.05977336	
0.0936	-0.06161735	-0.06022795	-0.05838265	-0.05977205	
0.0938	-0.06162668	-0.06022926	-0.05837332	-0.05977074	
0.094	-0.06163602	-0.06023058	-0.05836398	-0.05976942	
0.0942	-0.06164538	-0.06023189	-0.05835462	-0.05976811	
0.0944	-0.06165477	-0.06023322	-0.05834523	-0.05976678	
0.0946	-0.06166419	-0.06023454	-0.0583358	-0.05976546	
0.0948	-0.06167362	-0.06023587	-0.05832638	-0.05976413	
0.095	-0.06168309	-0.0602372	-0.05831691	-0.0597628	
0.09519999	-0.06169259	-0.06023854	-0.05830741	-0.05976146	
0.0954	-0.06170209	-0.06023987	-0.05829791	-0.05976013	
0.09559999	-0.06171163	-0.06024121	-0.05828837	-0.05975878	
0.0958	-0.0617212	-0.06024256	-0.0582788	-0.05975744	
0.096	-0.06173077	-0.06024391	-0.05826923	-0.05975609	
0.0962	-0.06174038	-0.06024526	-0.05825961	-0.05975474	
0.0964	-0.06175002	-0.06024662	-0.05824998	-0.05975338	
0.0966	-0.06175967	-0.06024798	-0.05824034	-0.05975202	
0.0968	-0.06176935	-0.06024934	-0.05823065	-0.05975066	
0.097	-0.06177906	-0.0602507	-0.05822094	-0.05974929	
0.0972	-0.06178877	-0.06025207	-0.05821123	-0.05974793	
0.09739999	-0.06179852	-0.06025345	-0.05820148	-0.05974656	
0.0976	-0.0618083	-0.06025482	-0.0581917	-0.05974518	
0.09779999	-0.06181807	-0.06025619	-0.05818192	-0.0597438	
0.098	-0.0618279	-0.06025758	-0.0581721	-0.05974242	
0.0982	-0.06183774	-0.06025896	-0.05816226	-0.05974104	
0.0984	-0.06184758	-0.06026035	-0.05815241	-0.05973965	
0.0986	-0.06185747	-0.06026174	-0.05814253	-0.05973826	
0.0988	-0.06186738	-0.06026313	-0.05813262	-0.05973687	
0.099	-0.06187729	-0.06026453	-0.05812271	-0.05973547	
0.0992	-0.06188724	-0.06026593	-0.05811276	-0.05973407	
0.0994	-0.06189721	-0.06026733	-0.05810279	-0.05973267	
0.09959999	-0.06190719	-0.06026874	-0.05809281	-0.05973126	
0.0998	-0.0619172	-0.06027015	-0.0580828	-0.05972986	
0.09999999	-0.06192724	-0.06027156	-0.05807276	-0.05972844	
0.1002	-0.06193727	-0.06027297	-0.05806272	-0.05972703	
0.1004	-0.06194735	-0.06027439	-0.05805265	-0.05972561	
0.1006	-0.06195745	-0.06027581	-0.05804255	-0.05972419	
0.1008	-0.06196754	-0.06027723	-0.05803245	-0.05972277	
0.101	-0.06197768	-0.06027866	-0.05802232	-0.05972134	
0.1012	-0.06198784	-0.06028008	-0.05801216	-0.05971992	
0.1014	-0.061998	-0.06028152	-0.058002	-0.05971849	
0.1016	-0.06200819	-0.06028295	-0.05799181	-0.05971705	
0.1018	-0.06201841	-0.06028439	-0.05798159	-0.05971561	
0.102	-0.06202863	-0.06028583	-0.05797137	-0.05971418	
0.1022	-0.06203888	-0.06028727	-0.05796112	-0.05971273	
0.1024	-0.06204915	-0.06028871	-0.05795084	-0.05971128	
0.1026	-0.06205943	-0.06029016	-0.05794057	-0.05970984	
0.1028	-0.06206974	-0.06029161	-0.05793026	-0.05970839	
0.103	-0.06208007	-0.06029306	-0.05791993	-0.05970694	
0.1032	-0.0620904	-0.06029452	-0.0579096	-0.05970548	
0.1034	-0.06210076	-0.06029598	-0.05789924	-0.05970402	
0.1036	-0.06211115	-0.06029744	-0.05788885	-0.05970256	
0.1038	-0.06212153	-0.0602989	-0.05787847	-0.0597011	
0.104	-0.06213195	-0.06030037	-0.05786805	-0.05969964	
0.1042	-0.06214239	-0.06030183	-0.05785761	-0.05969817	
0.1044	-0.06215282	-0.0603033	-0.05784718	-0.0596967	
0.1046	-0.0621633	-0.06030478	-0.0578367	-0.05969523	
0.1048	-0.06217379	-0.06030625	-0.05782621	-0.05969375	
0.105	-0.06218427	-0.06030773	-0.05781573	-0.05969227	
0.1052	-0.0621948	-0.06030921	-0.0578052	-0.05969079	
0.1054	-0.06220534	-0.06031069	-0.05779466	-0.05968931	
0.1056	-0.06221587	-0.06031217	-0.05778413	-0.05968783	
0.1058	-0.06222645	-0.06031366	-0.05777355	-0.05968634	
0.106	-0.06223704	-0.06031515	-0.05776296	-0.05968485	
0.1062	-0.06224762	-0.06031664	-0.05775238	-0.05968336	
0.1064	-0.06225824	-0.06031814	-0.05774175	-0.05968186	
0.1066	-0.06226888	-0.06031964	-0.05773112	-0.05968037	
0.1068	-0.06227951	-0.06032113	-0.05772049	-0.05967887	
0.107	-0.06229018	-0.06032263	-0.05770982	-0.05967737	
0.1072	-0.06230087	-0.06032414	-0.05769913	-0.05967586	
0.1074	-0.06231155	-0.06032564	-0.05768845	-0.05967436	
0.1076	-0.06232226	-0.06032715	-0.05767774	-0.05967285	
0.1078	-0.06233299	-0.06032865	-0.05766701	-0.05967135	
0.108	-0.06234371	-0.06033016	-0.05765628	-0.05966983	
0.1082	-0.06235448	-0.06033168	-0.05764553	-0.05966832	
0.1084	-0.06236525	-0.0603332	-0.05763475	-0.0596668	
0.1086	-0.06237601	-0.06033471	-0.05762399	-0.05966529	
0.1088	-0.06238681	-0.06033623	-0.05761318	-0.05966377	
0.109	-0.06239763	-0.06033775	-0.05760237	-0.05966225	
0.1092	-0.06240844	-0.06033927	-0.05759156	-0.05966073	
0.1094	-0.06241928	-0.0603408	-0.05758072	-0.0596592	
0.1096	-0.06243014	-0.06034233	-0.05756986	-0.05965767	
0.1098	-0.06244099	-0.06034385	-0.05755901	-0.05965615	
0.11	-0.06245187	-0.06034539	-0.05754812	-0.05965462	
0.1102	-0.06246277	-0.06034692	-0.05753723	-0.05965308	
0.1104	-0.06247366	-0.06034845	-0.05752634	-0.05965155	
0.1106	-0.06248458	-0.06034999	-0.05751542	-0.05965001	
0.1108	-0.06249552	-0.06035153	-0.05750448	-0.05964847	
0.111	-0.06250644	-0.06035306	-0.05749356	-0.05964693	
0.1112	-0.0625174	-0.06035461	-0.05748259	-0.05964539	
0.1114	-0.06252838	-0.06035615	-0.05747162	-0.05964385	
0.1116	-0.06253934	-0.06035769	-0.05746066	-0.05964231	
0.1118	-0.06255034	-0.06035924	-0.05744966	-0.05964076	
0.112	-0.06256135	-0.06036079	-0.05743865	-0.05963921	
0.1122	-0.06257235	-0.06036234	-0.05742765	-0.05963766	
0.1124	-0.06258338	-0.06036389	-0.05741662	-0.05963611	
0.1126	-0.06259442	-0.06036545	-0.05740558	-0.05963456	
0.1128	-0.06260546	-0.060367	-0.05739454	-0.059633	
0.113	-0.06261652	-0.06036856	-0.05738348	-0.05963144	
0.1132	-0.0626276	-0.06037011	-0.0573724	-0.05962989	
0.1134	-0.06263866	-0.06037167	-0.05736133	-0.05962833	
0.1136	-0.06264976	-0.06037323	-0.05735023	-0.05962677	
0.1138	-0.06266087	-0.0603748	-0.05733912	-0.0596252	
0.114	-0.06267197	-0.06037636	-0.05732803	-0.05962364	
0.1142	-0.06268311	-0.06037793	-0.0573169	-0.05962208	
0.1144	-0.06269424	-0.06037949	-0.05730576	-0.05962051	
0.1146	-0.06270538	-0.06038106	-0.05729463	-0.05961894	
0.1148	-0.06271654	-0.06038263	-0.05728346	-0.05961737	
0.115	-0.0627277	-0.0603842	-0.0572723	-0.0596158	
0.1152	-0.06273887	-0.06038577	-0.05726114	-0.05961423	
0.1154	-0.06275006	-0.06038735	-0.05724995	-0.05961265	
0.1156	-0.06276125	-0.06038892	-0.05723875	-0.05961108	
0.1158	-0.06277244	-0.06039049	-0.05722756	-0.0596095	
0.116	-0.06278366	-0.06039207	-0.05721634	-0.05960793	
0.1162	-0.06279489	-0.06039365	-0.05720511	-0.05960635	
0.1164	-0.0628061	-0.06039523	-0.0571939	-0.05960477	
0.1166	-0.06281734	-0.06039682	-0.05718266	-0.05960318	
0.1168	-0.0628286	-0.0603984	-0.0571714	-0.0596016	
0.117	-0.06283984	-0.06039998	-0.05716017	-0.05960002	
0.1172	-0.06285111	-0.06040157	-0.05714889	-0.05959843	
0.1174	-0.06286239	-0.06040315	-0.05713761	-0.05959685	
0.1176	-0.06287365	-0.06040474	-0.05712635	-0.05959526	
0.1178	-0.06288495	-0.06040633	-0.05711505	-0.05959367	
0.118	-0.06289625	-0.06040792	-0.05710375	-0.05959208	
0.1182	-0.06290754	-0.06040951	-0.05709246	-0.05959049	
0.1184	-0.06291886	-0.0604111	-0.05708114	-0.0595889	
0.1186	-0.06293018	-0.06041269	-0.05706982	-0.05958731	
0.1188	-0.0629415	-0.06041428	-0.0570585	-0.05958571	
0.119	-0.06295284	-0.06041588	-0.05704716	-0.05958412	
0.1192	-0.06296419	-0.06041748	-0.05703581	-0.05958252	
0.1194	-0.06297552	-0.06041908	-0.05702448	-0.05958093	
0.1196	-0.06298689	-0.06042067	-0.05701311	-0.05957933	
0.1198	-0.06299826	-0.06042228	-0.05700174	-0.05957773	
0.12	-0.06300961	-0.06042387	-0.05699039	-0.05957613	
0.1202	-0.063021	-0.06042548	-0.056979	-0.05957453	
0.1204	-0.06303239	-0.06042708	-0.05696761	-0.05957292	
0.1206	-0.06304376	-0.06042868	-0.05695624	-0.05957132	
0.1208	-0.06305517	-0.06043028	-0.05694484	-0.05956972	
0.121	-0.06306657	-0.06043189	-0.05693343	-0.05956811	
0.1212	-0.06307797	-0.06043349	-0.05692203	-0.05956651	
0.1214	-0.06308939	-0.0604351	-0.05691061	-0.0595649	
0.1216	-0.06310082	-0.06043671	-0.05689918	-0.05956329	
0.1218	-0.06311224	-0.06043831	-0.05688777	-0.05956169	
0.122	-0.06312367	-0.06043992	-0.05687632	-0.05956008	
0.1222	-0.06313512	-0.06044153	-0.05686488	-0.05955847	
0.1224	-0.06314655	-0.06044314	-0.05685345	-0.05955686	
0.1226	-0.06315801	-0.06044475	-0.05684199	-0.05955524	
0.1228	-0.06316947	-0.06044637	-0.05683053	-0.05955363	
0.123	-0.06318092	-0.06044798	-0.05681908	-0.05955202	
0.1232	-0.0631924	-0.06044959	-0.0568076	-0.0595504	
0.1234	-0.06320388	-0.06045121	-0.05679613	-0.05954879	
0.1236	-0.06321534	-0.06045282	-0.05678466	-0.05954718	
0.1238	-0.06322683	-0.06045444	-0.05677317	-0.05954556	
0.124	-0.06323832	-0.06045606	-0.05676168	-0.05954394	
0.1242	-0.0632498	-0.06045767	-0.0567502	-0.05954233	
0.1244	-0.06326131	-0.06045929	-0.05673869	-0.05954071	
0.1246	-0.06327282	-0.06046091	-0.05672719	-0.05953909	
0.1248	-0.06328431	-0.06046253	-0.05671569	-0.05953747	
0.125	-0.06329583	-0.06046415	-0.05670417	-0.05953585	
0.1252	-0.06330735	-0.06046577	-0.05669265	-0.05953423	
0.1254	-0.06331886	-0.06046739	-0.05668114	-0.05953261	
0.1256	-0.06333039	-0.06046901	-0.05666961	-0.05953098	
0.1258	-0.06334193	-0.06047064	-0.05665807	-0.05952936	
0.126	-0.06335345	-0.06047226	-0.05664656	-0.05952774	
0.1262	-0.06336499	-0.06047389	-0.05663501	-0.05952612	
0.1264	-0.06337655	-0.06047551	-0.05662346	-0.05952449	
0.1266	-0.06338807	-0.06047713	-0.05661193	-0.05952287	
0.1268	-0.06339964	-0.06047876	-0.05660037	-0.05952124	
0.127	-0.0634112	-0.06048039	-0.05658881	-0.05951962	
0.1272	-0.06342274	-0.06048201	-0.05657726	-0.05951799	
0.1274	-0.06343431	-0.06048364	-0.05656569	-0.05951636	
0.1276	-0.06344588	-0.06048527	-0.05655412	-0.05951473	
0.1278	-0.06345744	-0.06048689	-0.05654256	-0.05951311	
0.128	-0.06346902	-0.06048853	-0.05653098	-0.05951148	
0.1282	-0.06348061	-0.06049015	-0.0565194	-0.05950984	
0.1284	-0.06349217	-0.06049178	-0.05650783	-0.05950822	
0.1286	-0.06350376	-0.06049341	-0.05649624	-0.05950659	
0.1288	-0.06351536	-0.06049505	-0.05648464	-0.05950495	
0.129	-0.06352694	-0.06049668	-0.05647307	-0.05950332	
0.1292	-0.06353854	-0.06049831	-0.05646146	-0.05950169	
0.1294	-0.06355014	-0.06049994	-0.05644985	-0.05950006	
0.1296	-0.06356173	-0.06050157	-0.05643827	-0.05949843	
0.1298	-0.06357335	-0.06050321	-0.05642666	-0.05949679	
0.13	-0.06358496	-0.06050484	-0.05641504	-0.05949516	
0.1302	-0.06359655	-0.06050647	-0.05640344	-0.05949353	
0.1304	-0.06360818	-0.06050811	-0.05639182	-0.05949189	
0.1306	-0.06361981	-0.06050975	-0.05638019	-0.05949025	
0.1308	-0.06363142	-0.06051138	-0.05636859	-0.05948862	
0.131	-0.06364305	-0.06051302	-0.05635695	-0.05948699	
0.1312	-0.06365468	-0.06051465	-0.05634532	-0.05948535	
0.1314	-0.0636663	-0.06051629	-0.0563337	-0.05948371	
0.1316	-0.06367794	-0.06051793	-0.05632206	-0.05948207	
0.1318	-0.06368958	-0.06051956	-0.05631042	-0.05948043	
0.132	-0.0637012	-0.0605212	-0.05629879	-0.0594788	
0.1322	-0.06371286	-0.06052284	-0.05628714	-0.05947716	
0.1324	-0.06372451	-0.06052448	-0.05627549	-0.05947552	
0.1326	-0.06373615	-0.06052612	-0.05626385	-0.05947388	
0.1328	-0.06374781	-0.06052776	-0.05625219	-0.05947224	
0.133	-0.06375947	-0.0605294	-0.05624053	-0.0594706	
0.1332	-0.06377111	-0.06053104	-0.05622889	-0.05946896	
0.1334	-0.06378278	-0.06053268	-0.05621722	-0.05946732	
0.1336	-0.06379446	-0.06053432	-0.05620555	-0.05946567	
0.1338	-0.0638061	-0.06053597	-0.0561939	-0.05946403	
0.134	-0.06381778	-0.06053761	-0.05618222	-0.05946239	
0.1342	-0.06382946	-0.06053925	-0.05617054	-0.05946075	
0.1344	-0.06384112	-0.0605409	-0.05615888	-0.05945911	
0.1346	-0.06385281	-0.06054254	-0.05614719	-0.05945746	
0.1348	-0.0638645	-0.06054419	-0.0561355	-0.05945582	
0.135	-0.06387617	-0.06054583	-0.05612383	-0.05945417	
0.1352	-0.06388786	-0.06054747	-0.05611214	-0.05945253	
0.1354	-0.06389956	-0.06054912	-0.05610044	-0.05945088	
0.1356	-0.06391124	-0.06055076	-0.05608876	-0.05944924	
0.1358	-0.06392294	-0.06055241	-0.05607706	-0.05944759	
0.136	-0.06393465	-0.06055406	-0.05606535	-0.05944594	
0.1362	-0.06394634	-0.0605557	-0.05605367	-0.0594443	
0.1364	-0.06395805	-0.06055735	-0.05604195	-0.05944265	
0.1366	-0.06396976	-0.060559	-0.05603024	-0.059441	
0.1368	-0.06398146	-0.06056065	-0.05601854	-0.05943935	
0.137	-0.06399318	-0.0605623	-0.05600682	-0.0594377	
0.1372	-0.06400491	-0.06056395	-0.05599509	-0.05943605	
0.1374	-0.06401661	-0.06056559	-0.05598339	-0.05943441	
0.1376	-0.06402835	-0.06056724	-0.05597166	-0.05943275	
0.1378	-0.06404008	-0.0605689	-0.05595992	-0.0594311	
0.138	-0.06405179	-0.06057055	-0.05594821	-0.05942945	
0.1382	-0.06406353	-0.0605722	-0.05593646	-0.0594278	
0.1384	-0.06407528	-0.06057385	-0.05592472	-0.05942615	
0.1386	-0.064087	-0.0605755	-0.05591299	-0.0594245	
0.1388	-0.06409876	-0.06057716	-0.05590124	-0.05942284	
0.139	-0.06411052	-0.06057881	-0.05588949	-0.05942119	
0.1392	-0.06412224	-0.06058047	-0.05587775	-0.05941954	
0.1394	-0.06413401	-0.06058212	-0.05586599	-0.05941788	
0.1396	-0.06414578	-0.06058378	-0.05585422	-0.05941622	
0.1398	-0.06415752	-0.06058543	-0.05584248	-0.05941457	
0.14	-0.0641693	-0.06058709	-0.0558307	-0.05941291	
0.1402	-0.06418107	-0.06058874	-0.05581892	-0.05941125	
0.1404	-0.06419283	-0.0605904	-0.05580717	-0.0594096	
0.1406	-0.06420462	-0.06059206	-0.05579538	-0.05940794	
0.1408	-0.06421641	-0.06059372	-0.05578359	-0.05940628	
0.141	-0.06422818	-0.06059537	-0.05577182	-0.05940463	
0.1412	-0.06423997	-0.06059704	-0.05576003	-0.05940297	
0.1414	-0.06425178	-0.0605987	-0.05574822	-0.0594013	
0.1416	-0.06426356	-0.06060036	-0.05573644	-0.05939965	
0.1418	-0.06427537	-0.06060202	-0.05572463	-0.05939798	
0.142	-0.06428719	-0.06060368	-0.05571282	-0.05939632	
0.1422	-0.06429898	-0.06060534	-0.05570102	-0.05939466	
0.1424	-0.0643108	-0.060607	-0.0556892	-0.05939299	
0.1426	-0.06432264	-0.06060867	-0.05567737	-0.05939133	
0.1428	-0.06433444	-0.06061034	-0.05566556	-0.05938967	
0.143	-0.06434628	-0.060612	-0.05565372	-0.059388	
0.1432	-0.06435812	-0.06061367	-0.05564188	-0.05938633	
0.1434	-0.06436995	-0.06061533	-0.05563005	-0.05938467	
0.1436	-0.0643818	-0.060617	-0.0556182	-0.059383	
0.1438	-0.06439366	-0.06061867	-0.05560634	-0.05938133	
0.144	-0.06440549	-0.06062034	-0.0555945	-0.05937966	
0.1442	-0.06441737	-0.06062201	-0.05558263	-0.05937799	
0.1444	-0.06442925	-0.06062368	-0.05557076	-0.05937632	
0.1446	-0.0644411	-0.06062535	-0.05555891	-0.05937465	
0.1448	-0.06445298	-0.06062702	-0.05554701	-0.05937298	
0.145	-0.06446487	-0.0606287	-0.05553512	-0.0593713	
0.1452	-0.06447675	-0.06063037	-0.05552325	-0.05936963	
0.1454	-0.06448866	-0.06063204	-0.05551134	-0.05936795	
0.1456	-0.06450056	-0.06063372	-0.05549943	-0.05936628	
0.1458	-0.06451245	-0.0606354	-0.05548754	-0.05936461	
0.146	-0.06452438	-0.06063708	-0.05547562	-0.05936293	
0.1462	-0.06453631	-0.06063875	-0.05546369	-0.05936125	
0.1464	-0.06454822	-0.06064043	-0.05545178	-0.05935957	
0.1466	-0.06456017	-0.06064211	-0.05543983	-0.05935789	
0.1468	-0.06457212	-0.0606438	-0.05542788	-0.05935621	
0.147	-0.06458405	-0.06064548	-0.05541595	-0.05935453	
0.1472	-0.06459601	-0.06064716	-0.05540399	-0.05935284	
0.1474	-0.06460799	-0.06064884	-0.05539202	-0.05935115	
0.1476	-0.06461994	-0.06065053	-0.05538006	-0.05934947	
0.1478	-0.06463192	-0.06065222	-0.05536807	-0.05934779	
0.148	-0.06464392	-0.0606539	-0.05535608	-0.05934609	
0.1482	-0.0646559	-0.06065559	-0.0553441	-0.05934441	
0.1484	-0.06466791	-0.06065728	-0.05533209	-0.05934272	
0.1486	-0.06467993	-0.06065897	-0.05532007	-0.05934102	
0.1488	-0.06469193	-0.06066066	-0.05530807	-0.05933934	
0.149	-0.06470396	-0.06066236	-0.05529603	-0.05933764	
0.1492	-0.06471601	-0.06066405	-0.05528399	-0.05933595	
0.1494	-0.06472804	-0.06066575	-0.05527196	-0.05933425	
0.1496	-0.06474011	-0.06066745	-0.05525989	-0.05933255	
0.1498	-0.06475218	-0.06066915	-0.05524782	-0.05933085	
0.15	-0.06476423	-0.06067085	-0.05523577	-0.05932916	
0.1502	-0.06477632	-0.06067255	-0.05522368	-0.05932745	
0.1504	-0.06478842	-0.06067425	-0.05521157	-0.05932575	
0.1506	-0.06480051	-0.06067595	-0.05519949	-0.05932405	
0.1508	-0.06481263	-0.06067766	-0.05518737	-0.05932234	
0.151	-0.06482476	-0.06067937	-0.05517524	-0.05932063	
0.1512	-0.06483687	-0.06068107	-0.05516312	-0.05931893	
0.1514	-0.06484903	-0.06068278	-0.05515097	-0.05931722	
0.1516	-0.06486119	-0.0606845	-0.0551388	-0.0593155	
0.1518	-0.06487335	-0.06068621	-0.05512666	-0.05931379	
0.152	-0.06488553	-0.06068793	-0.05511447	-0.05931208	
0.1522	-0.06489773	-0.06068964	-0.05510227	-0.05931036	
0.1524	-0.06490991	-0.06069136	-0.05509009	-0.05930864	
0.1526	-0.06492213	-0.06069308	-0.05507787	-0.05930692	
0.1528	-0.06493437	-0.0606948	-0.05506564	-0.0593052	
0.153	-0.06494658	-0.06069652	-0.05505342	-0.05930348	
0.1532	-0.06495884	-0.06069825	-0.05504116	-0.05930175	
0.1534	-0.06497111	-0.06069998	-0.05502889	-0.05930002	
0.1536	-0.06498337	-0.0607017	-0.05501663	-0.0592983	
0.1538	-0.06499566	-0.06070343	-0.05500434	-0.05929657	
0.154	-0.06500798	-0.06070517	-0.05499202	-0.05929483	
0.1542	-0.06502027	-0.0607069	-0.05497973	-0.0592931	
0.1544	-0.06503261	-0.06070863	-0.05496739	-0.05929136	
0.1546	-0.06504496	-0.06071037	-0.05495504	-0.05928962	
0.1548	-0.0650573	-0.06071211	-0.0549427	-0.05928789	
0.155	-0.06506968	-0.06071386	-0.05493032	-0.05928614	
0.1552	-0.06508207	-0.0607156	-0.05491792	-0.0592844	
0.1554	-0.06509446	-0.06071734	-0.05490554	-0.05928265	
0.1556	-0.06510688	-0.0607191	-0.05489311	-0.0592809	
0.1558	-0.06511933	-0.06072085	-0.05488067	-0.05927915	
0.156	-0.06513175	-0.0607226	-0.05486825	-0.0592774	
0.1562	-0.06514423	-0.06072436	-0.05485577	-0.05927565	
0.1564	-0.06515672	-0.06072611	-0.05484328	-0.05927388	
0.1566	-0.06516919	-0.06072787	-0.0548308	-0.05927213	
0.1568	-0.06518172	-0.06072963	-0.05481828	-0.05927036	
0.157	-0.06519426	-0.0607314	-0.05480574	-0.0592686	
0.1572	-0.06520679	-0.06073317	-0.05479321	-0.05926684	
0.1574	-0.06521937	-0.06073494	-0.05478064	-0.05926506	
0.1576	-0.06523196	-0.06073671	-0.05476804	-0.05926329	
0.1578	-0.06524454	-0.06073848	-0.05475546	-0.05926152	
0.158	-0.06525717	-0.06074026	-0.05474283	-0.05925974	
0.1582	-0.06526982	-0.06074204	-0.05473018	-0.05925795	
0.1584	-0.06528246	-0.06074382	-0.05471754	-0.05925618	
0.1586	-0.06529514	-0.06074561	-0.05470486	-0.05925439	
0.1588	-0.06530785	-0.0607474	-0.05469215	-0.0592526	
0.159	-0.06532054	-0.06074919	-0.05467945	-0.05925081	
0.1592	-0.06533329	-0.06075098	-0.05466671	-0.05924901	
0.1594	-0.06534606	-0.06075278	-0.05465394	-0.05924722	
0.1596	-0.06535882	-0.06075458	-0.05464118	-0.05924542	
0.1598	-0.06537163	-0.06075639	-0.05462837	-0.05924362	
0.16	-0.06538446	-0.06075819	-0.05461554	-0.05924181	
0.1602	-0.06539728	-0.06076	-0.05460272	-0.05924	
0.1604	-0.06541016	-0.06076181	-0.05458984	-0.05923819	
0.1606	-0.06542306	-0.06076363	-0.05457694	-0.05923637	
0.1608	-0.06543594	-0.06076545	-0.05456406	-0.05923456	
0.161	-0.06544889	-0.06076727	-0.05455111	-0.05923273	
0.1612	-0.06546185	-0.06076909	-0.05453815	-0.05923091	
0.1614	-0.06547481	-0.06077092	-0.05452519	-0.05922908	
0.1616	-0.06548782	-0.06077275	-0.05451218	-0.05922725	
0.1618	-0.06550086	-0.06077459	-0.05449914	-0.05922541	
0.162	-0.06551389	-0.06077642	-0.05448611	-0.05922357	
0.1622	-0.06552698	-0.06077827	-0.05447302	-0.05922173	
0.1624	-0.0655401	-0.06078012	-0.0544599	-0.05921989	
0.1626	-0.0655532	-0.06078196	-0.0544468	-0.05921804	
